"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10524,,"Travis Ettiene",CSG,1011773023,2021,"Chronicles DP Select",268,,"CSG 9",Football,
10448,1644903940965x861104539310535400,"Jasson Dominguez",CSG,1011773025,2020,"Upper Deck Goodwin Champions",95,Base,"CSG 9.5 ",Baseball,
10328,1644903935478x522644753279034800,"Joe Burrow ",CSG,1011773026,2020,"Upper Deck Goodwin Champions",41,Base,"CSG 9.5",Football,12.75
10454,,"Wander Franco",CSG,1011773027,2020,"Upper Deck Goodwin Champions",80,,"CSG 9.5",Baseball,
10451,1644903940099x225255820965797320,"Jasson Dominguez",CSG,1011773028,2020,"Upper Deck Goodwin Champions",45,Base,"CSG 9.5",Baseball,16.50
10431,1644903940965x861104539310535400,"Jasson Dominguez",CSG,1011773029,2020,"Upper Deck Goodwin Champions",95,Base,"CSG 9.5","Baseball ",
10772,,"Joe Burrow",CSG,1011773030,2020,"UD Goodwin",91,,"CSG 9.5",Football,
10453,,"Wander Franco",CSG,1011773033,2020,"Upper Deck Goodwin Champions",30,,"CSG 9.5",Baseball,
10329,1644903934708x810537878431092400,"Joe Burrow",CSG,1011773035,2020,"Upper Deck Goodwin Champions",91,Base,"CSG 9.5",Football,31.00
10771,,"Joe Burrow",CSG,1011773036,2020,"UD Goodwin",G41,Goudey,"CSG 9.5",Football,
10621,1643995223532x512059281176789000,"Yordan Alvarez",CSG,1011773037,2020,"Topps Update",U-300,Base,"CSG 9.5",Baseball,
10455,1644770365275x815869521806750200,"Luis Robert",CSG,1011773039,2020,"Topps Chrome",FF-5,Base,"CSG 9",Baseball,
10443,1607096230841x945338003252148700,"Kyle Lewis ",CSG,1011773040,2020,"Topps Chrome",186,Base,"CSG 9",Baseball,1.25
10620,,"Cody Bellinger",CSG,1011773041,2020,"Topps Update",U-80,Suit,"CSG 9",Baseball,
10815,,"Joe Burrow",CSG,1011773042,2020,Donruss,RGK-JB,"Gridirin Kings","CSG 9.5",Football,
10622,,"Randy Arozarena",CSG,1011773043,2020,"Topps Chrome Update",U-35,,"CSG 9.5",Baseball,
10623,1604246971232x548226900552581100,"Randy Arozarena",CSG,1011773045,2020,"Topps Chrome",49,Base,"CSG 9.5",Baseball,5.50
10624,1604246971232x548226900552581100,"Randy Arozarena",CSG,1011773046,2020,"Topps Chrome",49,Base,"CSG 8.5",Baseball,4.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10626,1644903937843x303862449803698800,"Fernando Tatis Jr.",CSG,1011773055,2019,"Topps Finest",85,Base,"CSG 9.5",Baseball,26.00
10813,1644903942879x788260101642607000,"Justin Herbert",CSG,1011773056,2020,"Panini Prestige",266,Base,"CSG 7.5",Football,
13492,,"Tom Brady",CSG,1012252018,2019,Panini,41,base,"CSG 8.5",,
11231,,"Tom Brady",CSG,1012252019,2020,"Prizm DP",97,,"CSG 8",Football,
13511,1597725713051x703048082763546600,"Jarrett Stidham",CSG,1012252032,2019,"Panini Prizm",308,Base,"CSG 9",,2.26
13510,,"Tom Brady",CSG,1012252045,2018,"Panini Prestige",75,base,"CSG 9",,
13496,,"Tom Brady",CSG,1012252047,2019,Prizm,94,base,"CSG 8.5",,
13509,,"Trayveon Williams",CSG,1012253003,2019,Panini,150,base,"CSG 9/10 Auto",,
13487,1636696332637x396303939838507500,"Tom Brady",CSG,1012253005,2020,Prizm,255,Base,"CSG 8.5",,9.16
12679,1649636091392x137217086304813060,"Michael Jordan",PSA,10123685,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
13485,1605713464026x546916684980813800,"Mark McGwire",CSG,1013954033,1987,Topps,366,Base,"CSG 8.5",,8.50
13501,1635031351526x404526920198299970,"George Brett",CSG,1013954035,1987,Topps,400,Base,"CSG 8.5",,5.50
13009,,"Jeff Bagwell",SGC,1024958-142,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13010,,"Jeff Bagwell",SGC,1024958-143,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13029,,"Jeff Bagwell",SGC,1024958-144,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13019,,"Jeff Bagwell",SGC,1024958-145,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13014,,"Jeff Bagwell",SGC,1024958-146,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13008,,"Jeff Bagwell",SGC,1024960-050,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13030,,"Jeff Bagwell",SGC,1024967-060,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13021,,"Jeff Bagwell",SGC,1024967-065,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13011,,"Jeff Bagwell",SGC,1024967-066,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13032,,"Jeff Bagwell",SGC,1024967-067,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13023,,"Jeff Bagwell",SGC,1024967-069,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13013,,"Jeff Bagwell",SGC,1024967-070,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13027,,"Jeff Bagwell",SGC,1024967-071,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13025,,"Jeff Bagwell",SGC,1024967-075,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13028,,"Jeff Bagwell",SGC,1024967-077,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13026,,"Jeff Bagwell",SGC,1024967-078,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13016,,"Jeff Bagwell",SGC,1024967-079,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
12609,1600460493770x426761053613466940,"Michael Jordan",SGC,1037201-187,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
12610,1600460493770x426761053613466940,"Michael Jordan",SGC,1037642-162,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
13018,,"Jeff Bagwell",SGC,1046038-019,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13015,,"Jeff Bagwell",SGC,1046038-021,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13024,,"Jeff Bagwell",SGC,1061904-015,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13031,,"Jeff Bagwell",SGC,1061904-016,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13017,,"Jeff Bagwell",SGC,1061904-019,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
13012,,"Jeff Bagwell",SGC,1061904-020,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
12054,1606834027057x159337862545801200,"Michael Jordan",PSA,11008304,1988,Fleer,120,Base,"PSA 9",basketball,375.00
10633,1642893400251x966077396906672100,"Shohei Ohtani",CSG,1101773009,2018,"Topps Complete set",700,"Base - Pitching Red Glove","CSG 9.5",Baseball,37.00
10635,,"Fernando Tatis Jr.",CSG,1101773017,2018,Bowman,BP114,Prospects,"CSG 9",Baseball,
10636,,"Yordan Alvarez",CSG,1101773038,2019,"Bowman Mega Box",BCP-123,,"CSG 9",Baseball,
10663,1644903939373x397628640054683140,"Christian McCaffrey",CSG,1101773047,2017,Select,74,Base,"CSG 9",Football,10.50
10700,1587614310169x121889817818824700,"Daniel Jones",CSG,1101773049,2019,"Panini Prizm",302,Base,"CSG 9",Football,11.99
10637,1644770371146x820258035295527000,"Albert Pujols",CSG,1101773228,2011,Topps,100,"Platinum Diamond Anniversary","CSG 9",Baseball,
12685,1649635448070x823726059681218600,"Tiger Woods",PSA,11109531,2001,"Upper Deck",GG4,Base,"PSA 9",Golf,23.50
13022,,"Jeff Bagwell",SGC,1124520-007,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
12909,,"Michael Jordan",PSA,11245819,1987,Fleer,120,"All Star","PSA 7",Basketball,
13020,,"Jeff Bagwell",SGC,1128536-006,1991,"Fleer Ultra Update",U-79,Rookie,"SGC 9",Baseball,
12686,1603414878208x872587373709885400,"Jaromir Jagr",PSA,11290617,1990,"O-Pee-Chee Premier",50,Base,"PSA 9",Hockey,50.50
12613,1600460493770x426761053613466940,"Michael Jordan",SGC,1131088-175,1990,Fleer,5,Base,"SGC 8.5",Basketball,10.38
12620,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-153,1990,Fleer,5,Base,"SGC 8.5",Basketball,10.38
12618,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-154,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
12619,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-155,1990,Fleer,5,Base,"SGC 8.5",Basketball,10.38
12614,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-159,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
12611,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-160,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
12612,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-161,1990,Fleer,5,Base,"SGC 8.5 ",Basketball,
12617,1600460493770x426761053613466940,"Michael Jordan",SGC,1132160-162,1990,Fleer,5,Base,"SGC 8.5",Basketball,10.38
12059,1587765822525x926354810331463700,"Dennis Rodman",PSA,11437666,1988,Fleer,43,Base,"PSA 9",basketball,149.50
12049,1587429438431x461604703268241400,"Reggie Miller",PSA,11765635,1988,Fleer,57,Base,"PSA 9",basketball,179.50
12063,1600460506801x799247994498636500,"Michael Jordan",PSA,12504218,1988,Fleer,17,Base,"PSA 9",basketball,299.99
13134,,"Shaquille O'Neal",SGC,1272248,1992,"Topps Stadium Club",247,base,"SGC 10",Basketball,
12463,1606879806545x537145074418188300,"Bo Bichette",SGC,1276816,2020,"Topps Chrome",150,Base,"SGC 10",Baseball,19.00
11242,,"White Dragon",BGS,12854983,2002,"Legend of Blue Eyes",,"1st Edition","BGS 8.5",Yu-gi-oh,
10511,1591591853752x551205570696445950,"Brandon Clarke",SGC,134124,2019,Prizm,266,Base,"SGC 8.5","Basketball ",1.79
12738,,Charizard,SGC,1378814,2021,"Pokemon Celebrations",4,"Classic Collection Holo","SGC 9",Pokemon,
12445,1620261838704x710912339610959900,"Kyler Murray",SGC,1385585,2019,Donruss,302,Base,"SGC 9.5",Football,29.00
12255,1587566205457x271629748702806000,"Troy Aikman",SGC,1422881,1989,Score,270,Base,"SGC 7.5",Football,18.27
12216,1649639146993x600915109587177500,"Horace Grant",PSA,14250244,1988,Fleer,16,Base,"PSA 9",Basketball,24.99
12683,1626882916973x113113377412218880,"Tiger Woods",PSA,15227232,2001,"Upper Deck",1,Base,"PSA 8.5",Golf,117.42
12684,1626882916973x113113377412218880,"Tiger Woods",PSA,15348246,2001,"Upper Deck",1,Base,"PSA 8.5",Golf,117.42
12443,1620261838704x710912339610959900,"Kyler Murray",SGC,1536540,2019,Donruss,302,Base,"SGC 9.5",Football,29.00
10548,,"Travis Kelce",SGC,1544832,2013,"Panini Select",242,"Auto 186/499","SGC 8.5/Auto 10",Football,
13171,1600460492832x567054047182912200,"Michael Jordan",SGC,1607756,1989,Fleer,21,Base,"SGC 9",Basketball,59.00
13463,1650760039675x266340268632965120,"Emmitt Smith",PSA,16569937,1990,Fleer,U-40,Base,"PSA 10",,122.50
12900,1649818588992x457552125635791740,"Mark Aguirre",PSA,16685611,1987,Fleer,9,Base,"PSA 9",Basketball,239.39
11866,1600460506801x799247994498636500,"Michael Jordan",SGC,1756556,1988,Fleer,17,Base,"SGC 9",,177.50
12058,1587245456890x709596395824742400,"Scottie Pippen",PSA,17655983,1988,Fleer,20,Base,"PSA 9",basketball,151.65
12061,1587765822525x926354810331463700,"Dennis Rodman",PSA,17766852,1988,Fleer,43,Base,"PSA 9",basketball,149.50
12985,,"Mike Montgomery",PSA,18529972,2010,"Bowman Draft",BPAMM,"Blue Auto ","PSA 10",Baseball,
13457,1649639146993x600915109587177500,"Horace Grant",PSA,18798959,1988,"Fleer ",16,Base,"PSA 9",,24.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11221,1600656426985x845572448420433000,"Larry bird",SGC,1886862,2012,"Prizm ",163,Base,"Sgc 9.5","Basketball ",
12933,1650999988372x422747027918815200,"Brian Leetch","PSA ",19209951,1989,Topps,136,Base,"PSA 8",Hockey,9.38
12254,1635983281207x379135255200302500,"Dan Marino",PSA,19265627,1985,Topps,314,Base,"PSA 8",Football,9.50
12899,1617377302143x159034303560286200,"Dominique WIlkins",PSA,19646074,1987,Fleer,7,Base,"PSA 8",Basketball,21.50
12454,,"Robin Yount",PSA,19869704,1976,SSPC,316,Base,"PSA 9",Baseball,
12987,,"Jeremy Hellickson",PSA,19892228,2011,"Bowman Chrome",199,"Refractor Auto","PSA 10",Baseball,
12968,,"Jeremy Hellickson",PSA,19958562,2011,"Bowman Chrome",199,"Rookie Autograph","PSA 10",Baseball,
12984,,"Matt Moore",PSA,19972626,2011,"Bowman Chrome Prospects",BCP220,Auto,"PSA 9",Baseball,
12976,,"Matt Moore",PSA,20046502,2011,"Bowman Chrome",BCP220,"Blue Refractor Auto","PSA 9",Baseball,
12447,1649642565148x885278313111355400,"Robin Yount",PSA,20545124,1975,SSPC,238,Base,"PSA 10",Baseball,101.00
12982,,"Evan Longoria ",PSA,21273049,2006,"Bowman Chrome",DP66,"Draft Picks Xfractor Auto","PSA 8",Baseball,
13354,,"Mark Scheifele",PSA,21733813,2011,Contenders,259,Auto,"PSA 10",,
12978,,"Evan Longoria ",PSA,21873459,2009,"Upper Deck Sweet Spot",121,Autograph,"PSA 8",Baseball,
12981,,"Chris Archer ",PSA,21873462,2010,"Bowman Platinum",BPACA,"Refractor Auto","PSA 9",,
12977,,"Jake McGee","PSA ",21873465,2010,"Bowman Platinum",JMC,"Refractor Auto","PSA 10",Baseball,
12989,,"Jeremy Hellickson",PSA,21873466,2011,"Bowman Chrome",199,"Refractor Auto","PSA 10",Baseball,
12966,,"Jeremy Hellickson",PSA,21873467,2011,"Bowman Chrome",199,"Rookie Autograph","PSA 10",Baseball,
12975,,"Matt Moore",PSA,21873468,2012,"Topps Chrome",160,"Refractor Auto","PSA 10",Baseball,
12473,1590119969007x759826042470006800,"Yordan Alvarez",SGC,2214626,2020,"Topps ",276,"Base - Orange Jersey","SGC 10",Baseball,6.49
12456,,"Robin Yount",PSA,22311997,1976,SSPC,316,Base,"PSA 9",Baseball,
12597,1650337894825x450680756246413300,"Bernie Williams",PSA,22388027,1989,Procards,736,Base,"PSA 9",Baseball,
12983,,"Matt Moore",PSA,22396543,2012,"Topps Chrome",160,"Refractor Auto","PSA 10",Baseball,
10464,1612156703050x720406273257471900,"Tua Tagovailoa",SGC,2251802,2020,Prizm,339,Base,"SGC 9",Football,18.50
12957,1650345864329x255434500401438240,"Steve Carlton",PSA,22557420,1978,Topps,540,Base,"PSA 7",Baseball,9.50
12097,1636341705381x711739377846642300,"Larry Bird",PSA,22583152,1987,"Fleer Sticker",4,Base,"PSA 8.5",basketball,149.99
12029,1649639079004x726132887710206500,"John Stockton",PSA,22842233,1988,Fleer,127,Base,"PSA 8",basketball,17.00
13481,1587943748278x628353485856571400,"Dan Marino",PSA,22953602,1984,Topps,123,Base,"PSA 8",,70.00
12449,1649642565148x885278313111355400,"Robin Yount",PSA,23003348,1975,SSPC,238,Base,"PSA 10",Baseball,101.00
12450,1649642565148x885278313111355400,"Robin Yount",PSA,23003353,1975,SSPC,238,Base,"PSA 10",Baseball,101.00
12469,1594510162693x714967933187522600,"Gavin Lux",SGC,2318425,2020,Topps,292,Base,"SGC 10",Baseball,10.50
11158,1646795145384x216142842692675500,"Mr Mime Holo",PSA,23188186,1999,"Pokemon Jungle",6,"1st Edition","PSA 8",Pokemon,60.00
12980,,"Chris Archer",PSA,23246908,2011,"Bowman Chrome",BCP134,"Blue Refractor Auto","PSA 9",Baseball,
12457,,"Robin Yount",PSA,23352339,1976,SSPC,316,Base,"PSA 9",Baseball,
12037,1650992767497x109386255101552750,"Larry Bird",PSA,23393885,1988,"Fleer Sticker",2,Base,"PSA 8",basketball,54.33
12451,,"Robin Yount",PSA,23444960,1976,SSPC,316,Base,"PSA 10",Baseball,
13060,1603131759007x983834441130714500,"Kevin McHale",PSA,23498928,1981,Topps,75,East,"PSA 8",Basketball,32.00
10805,1598372380148x239218686479476520,"Sekou Doumbouya",SGC,2366542,2019,"Panini Prizm",261,Base,"SGC 9","Basketball ",0.99
10907,,"LeBron James",PSA,23752740,2003,"S.I. for Kids",264,,"PSA 9","Basketball ",
12453,,"Robin Yount",PSA,23833587,1976,SSPC,316,Base,"PSA 9",Baseball,
12459,,"Robin Yount",PSA,23877165,1976,SSPC,316,Base,"PSA 9",Baseball,
12979,1650161122079x539880559082471400,"Adrian Rondon",PSA,24412479,2015,"Bowman Chrome",BCAP-ARO,Base,"PSA 9",Baseball,
12452,,"Robin Yount",PSA,24446227,1976,SSPC,316,Base,"PSA 9",Baseball,
12055,1606834027057x159337862545801200,"Michael Jordan",PSA,25074988,1988,Fleer,120,Base,"PSA 9",basketball,375.00
12904,1649818590800x911108714165710000,"Alex English",PSA,25166480,1987,Fleer,11,Base,"PSA 8",Basketball,35.00
10866,1625797309550x230649654209831970,"Shohei Ohtani",SGC,2523827,2018,"Bowman's Best",1,Refractor,"SGC 10","Baseball ",127.50
11813,1614664415150x823981795474931700,"Jaromir Jagr",PSA,25301434,1990,Score,428,Base,"PSA 10",hockey,81.99
11810,1614664415150x823981795474931700,"Jaromir Jagr",PSA,25301439,1990,Score,428,Base,"PSA 10",hockey,81.99
11812,1614664415150x823981795474931700,"Jaromir Jagr",PSA,25301441,1990,Score,428,Base,"PSA 10",hockey,81.99
11815,1614664415150x823981795474931700,"Jaromir Jagr",PSA,25344645,1990,Score,428,Base,"PSA 10",hockey,81.99
12906,1649818595033x413416244529819260,"Kareem Abdul-Jabbar",PSA,25469332,1987,Fleer,8,Base,"PSA 8",Basketball,50.00
13045,1606834027057x159337862545801200,"Michael Jordan",PSA,25596049,1988,Fleer,120,Base,"PSA 7",Basketball,98.99
11144,,"Charizard EX",SGC,2575825,2016,"Pokemon Evolutions",12,Holo,"SGC 5",Pokemon,
11225,1606834027057x159337862545801200,"Michael Jordan ",PSA,25871209,1988,Fleer,120,Base,"PSA 9","Basketball ",375.00
13163,1600460493770x426761053613466940,"Michael Jordan",,25929298,1990,Fleer,5,Base,"PSA 9",Basketball,27.87
13458,1649639146993x600915109587177500,"Horace Grant",PSA,26052022,1988,"Fleer ",16,Base,"PSA 9",,24.99
10379,1608000680589x892494596781375500,"Lebron James",SGC,2607178,2003,"Topps Bazooka",15,Base,"SGC 10","Basketball ",227.51
11209,1646795157542x356408363696004300,"Venomoth Holo",PSA,26093194,1999,"Pokemon Jungle",13,"1st Edition","PSA 8",Pokemon,65.00
12905,1636772084454x904053934692499500,"Charles Barkley",PSA,26155075,1987,Fleer,6,Base,"PSA 8",Basketball,22.50
11976,1649639079004x726132887710206500,"John Stockton",PSA,26173889,1988,Fleer,127,Base,"PSA 8",basketball,17.00
10514,1645060076845x539051133627053400,"Jaren Jackson ",SGC,2623274,2018,Select,132,Base,"SGC 8.5","Basketball ",
12051,1603976096602x506816582821910000,"Michael Jordan",PSA,26245488,1987,Fleer,59,Base,"PSA 8",basketball,430.00
12971,1650345835715x791023582214905900,"Thurman Munson",PSA,26356811,1978,Topps,60,Base,"PSA 8",Baseball,40.00
12973,1650345863611x496826197921618160,"Tom Seaver",PSA,26356812,1978,Topps,450,Base,"PSA 8",Baseball,34.89
12972,1650345833450x459788469809421900,"Dave Winfield",PSA,26356813,1978,Topps,530,Base,"PSA 7",Baseball,13.00
12864,1651111974153x109151258328956930,"Cortez Kennedy",PSA,26356822,1990,"Action Packed",39,Base,"PSA 7",Football,8.05
12862,1651111974153x109151258328956930,"Cortez Kennedy",PSA,26356824,1990,"Action Packed",39,Base,"PSA 8",Football,13.00
12861,1651111974153x109151258328956930,"Cortez Kennedy",PSA,26356825,1990,"Action Packed",39,Base,"PSA 8",Football,13.00
12093,,"Akeem Olajuwon",PSA,26494156,1987,"Fleer Sticker",,3,"PSA 8",basketball,
11974,1649639079004x726132887710206500,"John Stockton",PSA,26585371,1988,Fleer,127,Base,"PSA 8",basketball,17.00
12030,1649639079004x726132887710206500,"John Stockton",PSA,26585372,1988,Fleer,127,Base,"PSA 8",basketball,17.00
12048,1587429438431x461604703268241400,"Reggie Miller",PSA,26764713,1988,Fleer,57,Base,"PSA 9",basketball,179.50
12404,1636772084454x904053934692499500,"Charles Barkley",PSA,27030786,1987,Fleer,6,Base,"PSA 8",Basketball,22.50
11748,,"Bobby Witt Jr.",SGC,2705724,2020,"Bowman Chrome Prospects",,BCP160,"SGC 10",baseball,
10383,,"RA-BBI Bichette",SGC,2737074,2020,"Topps Chrome",RA-BBI,"Refractor Auto /499","SGC 10/10","Baseball ",
10399,1644990386288x848196318092291300,"Justin Herbert",SGC,2741530,2020,Select,44,"Blue Die-Cut Prizm","SGC 9.5",Football,62.00
12757,1649554108231x138736134323437570,"Carlos Correa",PSA,27691904,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12751,1649554108231x138736134323437570,"Carlos Correa",PSA,27691905,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12742,1649554108231x138736134323437570,"Carlos Correa",PSA,27691906,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12743,1649554108231x138736134323437570,"Carlos Correa",PSA,27691907,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12745,1649554108231x138736134323437570,"Carlos Correa",PSA,27691908,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12746,1649554108231x138736134323437570,"Carlos Correa",PSA,27691909,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12747,1649554108231x138736134323437570,"Carlos Correa",PSA,27691910,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12748,1649554108231x138736134323437570,"Carlos Correa",PSA,27691911,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12749,1649554108231x138736134323437570,"Carlos Correa",PSA,27691912,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12750,1649554108231x138736134323437570,"Carlos Correa",PSA,27691913,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12755,1649554108231x138736134323437570,"Carlos Correa",PSA,27691914,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12756,1649554108231x138736134323437570,"Carlos Correa",PSA,27691915,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12744,1649554108231x138736134323437570,"Carlos Correa",PSA,27691918,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12752,1649554108231x138736134323437570,"Carlos Correa",PSA,27691920,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
12753,1649554108231x138736134323437570,"Carlos Correa",PSA,27691921,2015,"Topps Update",US251,Base,"PSA 10",Baseball,39.99
